text,keywords_indices,keywords_count
"['yes', 'specifically', 'information', 'about', 'the', 'business', 'that', 'cj', 'walker', 'started']","[8, 9]",2
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[4, 6, 8]",3
"['do', 'you', 'want', 'to', 'know', 'what', 'madam', 'cj', 'walker', 'invented']","[6, 8]",2
"['yes', 'and', 'i', 'want', 'information', 'about', 'the', 'business', 'they', 'started']","[0, 9]",2
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[8, 9]",2
"['do', 'you', 'want', 'to', 'know', 'what', 'madam', 'cj', 'walker', 'is', 'famous', 'for']","[6, 8]",2
"['if', 'her', 'business', 'is', 'what', 'made', 'her', 'famous', 'then', 'yes']",[5],1
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[6, 8, 9]",3
"['would', 'you', 'like', 'historical', 'information', 'on', 'madam', 'cj', 'walker']","[6, 8]",2
"['yes', 'i', 'want', 'to', 'know', 'about', 'the', 'business', 'they', 'started']",[9],1
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[8, 9]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'madam', 'cj', 'walkers', 'products']","[2, 6, 9]",3
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[6, 8, 9]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'walkers', 'method', 'of', 'perming', 'hair']","[2, 6, 10]",3
"['only', 'if', 'thats', 'the', 'business', 'cj', 'walker', 'started']","[5, 6, 7]",3
"['find', 'information', 'about', 'the', 'business', 'that', 'c', 'j', 'walker', 'started']","[8, 9]",2
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[3, 5, 16]",3
"['are', 'you', 'looking', 'for', 'sarah', 'breedlove']","[4, 5]",2
"['no', 'i', 'would', 'like', 'information', 'on', 'cj', 'walker']","[3, 7]",2
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 16]",2
"['would', 'you', 'like', 'to', 'know', 'the', 'birthplace', 'of', 'madam', 'cj', 'walker']","[2, 8, 10]",3
"['no', 'i', 'am', 'more', 'interested', 'in', 'her', 'political', 'beliefs', 'and', 'issues', 'of', 'her', 'time']","[7, 13]",2
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 12, 16]",3
"['would', 'you', 'like', 'to', 'see', 'examples', 'of', 'walkers', 'impact', 'on', 'current', 'hair', 'styling']","[2, 7, 11]",3
"['no', 'i', 'am', 'interested', 'in', 'walkers', 'involvement', 'in', 'political', 'and', 'social', 'issues', 'not', 'hair', 'styling']","[5, 10, 13]",3
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 16]",2
"['would', 'you', 'like', 'to', 'see', 'facts', 'about', 'madam', 'cj', 'walkers', 'early', 'life']","[7, 8, 9]",3
"['possibly', 'if', 'she', 'was', 'involved', 'in', 'political', 'and', 'social', 'issues', 'early', 'on', 'in', 'life']",[0],1
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 7, 12]",3
"['are', 'you', 'looking', 'for', 'any', 'specific', 'information', 'about', 'the', 'business', 'she', 'started']","[5, 9, 11]",3
"['no', 'i', 'am', 'looking', 'for', 'her', 'involvement', 'in', 'her', 'political', 'and', 'social', 'issues']","[6, 9, 11]",3
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[3, 5, 16]",3
"['do', 'you', 'want', 'more', 'information', 'on', 'the', 'history', 'of', 'madam', 'cj', 'walker']","[9, 10, 11]",3
"['yes', 'make', 'sure', 'to', 'find', 'her', 'political', 'issues']",[2],1
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[3, 5, 16]",3
"['do', 'you', 'want', 'to', 'know', 'what', 'madam', 'cj', 'walker', 'invented']","[6, 8]",2
"['no', 'i', 'am', 'interested', 'in', 'her', 'involvement', 'in', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[3, 6, 10]",3
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 16]",2
"['do', 'you', 'want', 'to', 'know', 'what', 'madam', 'cj', 'walker', 'is', 'famous', 'for']","[6, 7, 8]",3
"['no', 'i', 'want', 'to', 'know', 'about', 'her', 'political', 'and', 'social', 'involvement']",[9],1
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 16]",2
"['would', 'you', 'like', 'historical', 'information', 'on', 'madam', 'cj', 'walker']","[2, 6, 8]",3
"['yes', 'but', 'focus', 'on', 'political', 'and', 'social', 'work']","[6, 7]",2
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 16]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'madam', 'cj', 'walkers', 'products']","[2, 6, 8]",3
"['no', 'just', 'political', 'issues']",[2],1
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 12, 16]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'walkers', 'method', 'of', 'perming', 'hair']","[2, 6, 10]",3
"['this', 'isnt', 'related', 'to', 'my', 'search']",[5],1
"['find', 'information', 'about', 'c', 'j', 'walker', 's', 'involvement', 'in', 'the', 'political', 'and', 'social', 'issues', 'of', 'her', 'day']","[5, 12, 16]",3
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10]",2
"['are', 'you', 'interested', 'in', 'indiana', 'child', 'support']","[4, 5, 6]",3
"['i', 'want', 'to', 'view', 'the', 'legal', 'rules', 'and', 'procedures', 'for', 'child', 'support', 'in', 'indiana']",[6],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10]",2
"['which', 'counties', 'law', 'would', 'you', 'like', 'clarification', 'on']",[3],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 9, 12]",3
"['would', 'you', 'like', 'a', 'list', 'of', 'forms', 'for', 'processing', 'child', 'support', 'claims']","[0, 10]",2
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[9, 12]",2
"['would', 'you', 'like', 'details', 'on', 'how', 'to', 'pay', 'child', 'support']","[0, 8]",2
"['i', 'would', 'like', 'general', 'information', 'on', 'legal', 'rules', 'and', 'procedures', 'of', 'child', 'support', 'in', 'indiana']","[7, 14]",2
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[2, 4, 12]",3
"['are', 'you', 'interested', 'in', 'a', 'calculator', 'for', 'child', 'support', 'payments']",[9],1
"['no', 'i', 'want', 'to', 'know', 'the', 'actual', 'laws', 'related', 'to', 'child', 'support', 'in', 'indiana']","[6, 13]",2
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 12]",2
"['are', 'you', 'interested', 'in', 'child', 'support', 'resources']",[5],1
"['i', 'am', 'interested', 'in', 'child', 'support', 'in', 'indiana']",[7],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10, 12]",3
"['are', 'you', 'interested', 'in', 'getting', 'details', 'on', 'finding', 'a', 'lawyer', 'for', 'child', 'support']","[2, 11, 12]",3
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[2, 4, 6]",3
"['are', 'you', 'seeking', 'support', 'of', 'a', 'child', 'in', 'indiana']","[3, 8]",2
"['i', 'am', 'looking', 'for', 'the', 'rules', 'and', 'procedures', 'for', 'child', 'support', 'in', 'indiana']",[5],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10, 12]",3
"['do', 'you', 'owe', 'child', 'support', 'in', 'indiana']","[3, 4, 6]",3
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[2, 4, 12]",3
"['do', 'you', 'pay', 'child', 'support', 'in', 'indiana']","[3, 4, 6]",3
"['im', 'not', 'sure']",[0],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10, 12]",3
"['do', 'you', 'want', 'to', 'know', 'about', 'a', 'specific', 'indiana', 'child', 'support', 'law']","[2, 8, 9]",3
"['yes', 'what', 'are', 'my', 'legal', 'rights', 'as', 'a', 'mother', 'with', 'two', 'children', 'to', 'child', 'support']","[8, 11, 13]",3
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10, 12]",3
"['do', 'you', 'want', 'wording', 'of', 'child', 'support', 'laws']","[2, 5, 6]",3
"['yes', 'show', 'me', 'the', 'laws', 'and', 'procedures', 'for', 'indiana']",[8],1
"['find', 'the', 'official', 'legal', 'rules', 'and', 'procedures', 'pertaining', 'to', 'child', 'support', 'in', 'indiana']","[4, 10, 12]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'indiana', 'child', 'support']","[4, 5, 6]",3
"['yes', 'i', 'need', 'help', 'calculating', 'it']",[0],1
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[4, 5, 8]",3
"['which', 'counties', 'law', 'would', 'you', 'like', 'clarification', 'on']","[1, 3, 6]",3
"['the', 'county', 'i', 'live', 'in']","[1, 3]",2
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[2, 5, 8]",3
"['would', 'you', 'like', 'a', 'list', 'of', 'forms', 'for', 'processing', 'child', 'support', 'claims']","[0, 4, 11]",3
"['no', 'i', 'want', 'to', 'calculate', 'how', 'much', 'i', 'owe', 'in', 'child', 'support', 'in', 'indiana']","[4, 11, 13]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['would', 'you', 'like', 'details', 'on', 'how', 'to', 'pay', 'child', 'support']","[0, 9]",2
"['no', 'just', 'how', 'to', 'calculate', 'my', 'obligation']",[4],1
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[2, 5, 8]",3
"['are', 'you', 'interested', 'in', 'a', 'calculator', 'for', 'child', 'support', 'payments']","[5, 9]",2
"['yes', 'that', 'would', 'be', 'a', 'big', 'help']","[0, 2, 5]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'child', 'support', 'resources']","[2, 5, 6]",3
"['no', 'i', 'need', 'to', 'calculate', 'my', 'obligation']","[4, 6]",2
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['are', 'you', 'interested', 'in', 'getting', 'details', 'on', 'finding', 'a', 'lawyer', 'for', 'child', 'support']",[4],1
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['are', 'you', 'seeking', 'support', 'of', 'a', 'child', 'in', 'indiana']","[3, 6]",2
"['no', 'i', 'need', 'help', 'to', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[7, 8, 11]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[4, 8]",2
"['do', 'you', 'owe', 'child', 'support', 'in', 'indiana']","[3, 4, 6]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['do', 'you', 'pay', 'child', 'support', 'in', 'indiana']","[2, 4, 6]",3
"['yes', 'so', 'what', 'is', 'my', 'obligation']",[0],1
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['do', 'you', 'want', 'to', 'know', 'about', 'a', 'specific', 'indiana', 'child', 'support', 'law']","[8, 10]",2
"['no', 'i', 'would', 'like', 'to', 'know', 'how', 'to', 'calculate', 'the', 'amount', 'of', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[2, 10, 17]",3
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['do', 'you', 'want', 'wording', 'of', 'child', 'support', 'laws']","[3, 6]",2
"['help', 'me', 'calculate', 'my', 'child', 'support', 'obligation', 'in', 'indiana']","[5, 8]",2
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 2]",2
"['are', 'you', 'interested', 'in', 'indiana', 'child', 'support']","[4, 5, 6]",3
['yes'],[0],1
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[2, 8, 11]",3
"['which', 'counties', 'law', 'would', 'you', 'like', 'clarification', 'on']","[1, 2]",2
"['i', 'would', 'like', 'claification', 'on', 'family', 'law']",[6],1
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 4, 11]",3
"['would', 'you', 'like', 'a', 'list', 'of', 'forms', 'for', 'processing', 'child', 'support', 'claims']","[0, 8]",2
"['no', 'i', 'am', 'looking', 'for', 'law', 'firms', 'offering', 'services', 'relevant', 'to', 'child', 'support']","[5, 6, 7]",3
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[9, 11]",2
"['would', 'you', 'like', 'details', 'on', 'how', 'to', 'pay', 'child', 'support']",[0],1
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 5]",2
"['are', 'you', 'interested', 'in', 'a', 'calculator', 'for', 'child', 'support', 'payments']",[5],1
"['no', 'i', 'need', 'to', 'find', 'law', 'firms', 'that', 'offer', 'services', 'related', 'to', 'child', 'support', 'in', 'indiana']","[2, 5, 15]",3
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 6]",2
"['are', 'you', 'interested', 'in', 'child', 'support', 'resources']",[4],1
"['just', 'law', 'firms', 'that', 'offer', 'services', 'in', 'indiana']","[1, 2, 7]",3
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 9, 11]",3
"['are', 'you', 'seeking', 'support', 'of', 'a', 'child', 'in', 'indiana']","[3, 8]",2
"['i', 'am', 'seeking', 'a', 'law', 'firm', 'that', 'specializes', 'in', 'that']",[4],1
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 2, 6]",3
"['do', 'you', 'owe', 'child', 'support', 'in', 'indiana']","[3, 6]",2
"['right', 'now', 'i', 'just', 'want', 'to', 'find', 'a', 'law', 'firm', 'that', 'offers', 'child', 'support', 'services', 'in', 'indiana']","[8, 9, 11]",3
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 2, 6]",3
"['do', 'you', 'pay', 'child', 'support', 'in', 'indiana']",[6],1
"['no', 'i', 'need', 'a', 'list', 'of', 'law', 'firms', 'in', 'indiana', 'that', 'deal', 'with', 'child', 'support']","[7, 9, 11]",3
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[2, 8, 11]",3
"['do', 'you', 'want', 'to', 'know', 'about', 'a', 'specific', 'indiana', 'child', 'support', 'law']",[7],1
"['no', 'i', 'want', 'to', 'know', 'if', 'there', 'is', 'a', 'law', 'firm', 'that', 'offers', 'serviices', 'relevant', 'to', 'indiana', 'child', 'support', 'law']","[9, 12]",2
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[1, 4, 11]",3
"['do', 'you', 'want', 'wording', 'of', 'child', 'support', 'laws']",[3],1
"['no', 'i', 'am', 'looking', 'for', 'law', 'firms', 'that', 'offer', 'indiana', 'child', 'support', 'services']","[5, 9]",2
"['find', 'law', 'firms', 'that', 'offer', 'services', 'relevant', 'to', 'child', 'support', 'in', 'indiana']","[8, 11]",2
"['what', 'medical', 'services', 'are', 'available', 'in', 'sonoma', 'county', 'california']","[2, 6, 7]",3
"['would', 'you', 'like', 'the', 'different', 'services', 'that', 'are', 'provided']","[2, 4]",2
"['yes', 'please']",[0],1
"['no', 'i', 'want', 'to', 'know', 'about', 'available', 'medical', 'services', 'in', 'sonoma', 'county']",[10],1
"['no', 'i', 'want', 'to', 'know', 'what', 'medical', 'services', 'are', 'available', 'there']",[7],1
"['what', 'medical', 'services', 'are', 'available', 'in', 'sonoma', 'county', 'california']",[2],1
"['do', 'you', 'need', 'addresses']",[3],1
"['what', 'medical', 'services', 'are', 'available', 'in', 'sonoma', 'county', 'california']","[2, 6, 7]",3
"['do', 'you', 'need', 'any', 'specific', 'information', 'on', 'health', 'insurance']","[5, 7]",2
"['no', 'i', 'want', 'to', 'know', 'what', 'services', 'are', 'provided']",[6],1
"['what', 'medical', 'services', 'are', 'available', 'in', 'sonoma', 'county', 'california']","[2, 6, 7]",3
"['do', 'you', 'want', 'information', 'on', 'the', 'differenct', 'services', 'that', 'are', 'provided']","[3, 7]",2
"['immediately', 'i', 'need', 'any', 'information', 'on', 'what', 'are', 'the', 'options', 'having', 'to', 'do', 'with', 'all', 'medical', 'services', 'in', 'sonoma']","[4, 18]",2
"['i', 'am', 'looking', 'for', 'more', 'information', 'about', 'health', 'care', 'coverage', 'for', 'low', 'income', 'residents', 'ofsonoma', 'county', 'ca']","[7, 9]",2
"['possibly', 'specifically', 'i', 'need', 'information', 'on', 'health', 'care', 'coverage', 'for', 'low', 'income', 'residents', 'in', 'sonoma', 'county']","[6, 14]",2
"['no', 'im', 'looking', 'for', 'coverage', 'for', 'lowincome', 'people']",[1],1
"['i', 'am', 'looking', 'for', 'more', 'information', 'about', 'health', 'care', 'coverage', 'for', 'low', 'income', 'residents', 'ofsonoma', 'county', 'ca']","[7, 9]",2
"['are', 'you', 'looking', 'for', 'employment', 'with', 'sonoma', 'country', 'medical']","[4, 6]",2
"['no', 'id', 'like', 'to', 'learn', 'more', 'about', 'lowincome', 'health', 'care', 'coverage', 'in', 'sonoma', 'county', 'ca']","[4, 8, 12]",3
"['i', 'am', 'looking', 'for', 'more', 'information', 'about', 'health', 'care', 'coverage', 'for', 'low', 'income', 'residents', 'ofsonoma', 'county', 'ca']","[7, 14]",2
"['are', 'you', 'looking', 'for', 'specific', 'program', 'information']",[5],1
"['i', 'am', 'looking', 'for', 'more', 'information', 'about', 'health', 'care', 'coverage', 'for', 'low', 'income', 'residents', 'ofsonoma', 'county', 'ca']","[7, 9]",2
"['do', 'you', 'need', 'any', 'specific', 'information', 'on', 'health', 'insurance']",[7],1
